label,id,fea_1,fea_2,fea_3,fea_4,fea_5,fea_6,fea_7,fea_8,fea_9,fea_10,fea_11,OVD_t1_sum,OVD_t1_mean,OVD_t1_max,OVD_t2_sum,OVD_t2_mean,OVD_t2_max,OVD_t3_sum,OVD_t3_mean,OVD_t3_max,OVD_sum_sum,OVD_sum_mean,OVD_sum_max,OVD_sum_std,pay_normal_sum,pay_normal_mean,new_balance_mean,new_balance_max,new_balance_min,new_balance_std,highest_balance_mean,highest_balance_max,prod_limit_mean,prod_limit_max,prod_code_count,overdue_rate,credit_utilization,balance_ratio,overdue_volatility,payment_score
1,54982665,5,1245.5,3,77000.0,2,15,5,109,5,151300,244.94897430000003,0,0.0,0,2,0.5,2,26,5.666666666666667,26,11906,2976.5,11906,5953.0,34,8.5,40112.4,153792.0,0.0,75851.35544102029,91298.0,150500.0,60500.0,60500.0,4,0.9970689222008207,0.6630039172906234,0.4393520191896954,5953.0,-15125.5
0,59004779,4,1277.0,1,113000.0,2,8,-1,100,3,341759,207.17384,2,0.13333333333333333,2,2,0.13333333333333333,2,0,0.0,0,195,13.0,195,50.34878350069642,174,11.6,2040.48,15120.0,0.0,4377.97967808375,74837.0,360500.0,69666.66666666667,129800.0,15,0.527027027027027,0.029288766189958994,0.027265293032951176,50.34878350069642,-41.8
0,58990862,7,1298.0,1,110000.0,2,11,-1,101,5,72001,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,64,10.666666666666666,109178.8,273850.8,-9560.4,107003.81965847762,118865.66666666667,250500.0,102300.0,102300.0,6,0.0,1.067231014359586,0.9184980370162648,0.0,21.333333333333332
1,58995168,7,1335.5,1,151000.0,2,11,5,110,3,60084,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,92,23.0,4069.8,16332.0,-52.8,8174.837891970702,90449.5,160500.0,92400.0,127600.0,4,0.0,0.04404497786820489,0.04499477614828,0.0,46.0
0,54987320,7,1281.5,2,59000.0,2,11,5,108,4,450081,197.4031408,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,193,21.444444444444443,260363.33333333334,1602807.6,0.0,508650.51524849556,395634.3333333333,1500500.0,154733.33333333334,247500.0,9,0.0,1.6826474624248442,0.6580891831366595,0.0,42.888888888888886
0,59005995,6,1217.0,3,56000.0,2,8,-1,100,3,60091,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,49,16.333333333333332,57099.6,113520.0,13804.8,51136.985727357845,105173.66666666667,250500.0,35200.0,42900.0,3,0.0,1.6221016448396353,0.5429026001191668,0.0,32.666666666666664
1,59001917,4,1304.0,3,35000.0,2,8,9,85,5,60069,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,28,14.0,11382.0,22764.0,0.0,16096.578766930568,31749.0,44028.0,72380.0,96800.0,2,0.0,0.41706539394790143,0.35848818897637796,0.0,28.0
1,54984789,5,1256.0,3,78000.0,2,15,-1,111,3,60030,1.0,4,1.0,3,1,0.25,1,0,0.0,0,105,26.25,82,38.71584516275819,80,20.0,23073.6,87733.2,0.0,43159.99250787701,32487.75,73611.0,26033.333333333332,35200.0,4,0.5645161290322581,0.8862758152695799,0.7102027624947097,38.71584516275819,-91.25
0,58984557,5,1323.5,3,218000.0,2,15,5,112,4,151300,282.8427125,8,1.1428571428571428,8,0,0.0,0,24,3.4285714285714284,24,19370,2767.1428571428573,19370,7321.171842188732,82,11.714285714285714,219505.88571428575,1274601.6,0.0,472501.78119682416,438930.14285714284,2500500.0,94050.0,161700.0,7,0.9957333059168252,2.3339027305853817,0.5000918464920304,7321.171842188732,-14052.285714285716
0,54990497,4,1281.5,2,35000.0,2,8,5,101,3,60029,237.301496,20,0.625,12,10,0.20833333333333334,2,0,0.0,0,636,13.25,141,33.81331728079803,494,12.833333333333334,67832.8,838872.0,0.0,179521.82503680346,190736.04761904763,750500.0,110000.0,116600.0,30,0.5075818036711891,0.6166562122162526,0.35563515765159615,33.81331728079803,-40.58333333333333
0,58996401,7,1314.5,1,483000.0,2,11,9,101,3,151300,282.8427125,2,0.08695652173913043,1,0,0.0,0,0,0.0,0,24,1.0434782608695652,23,4.790883965403511,460,20.0,3808.8,51891.6,0.0,12632.263275510775,996482.5,5443267.0,88427.77777777778,205700.0,23,0.049484536082474224,0.04307195118733344,0.0037618918258992633,4.790883965403511,34.78260869565217
0,59001833,4,1250.0,3,95000.0,2,8,9,111,4,60047,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,42,14.0,10548.800000000001,31646.4,0.0,18271.057558882574,33011.666666666664,48829.0,57200.0,57200.0,3,0.0,0.18441635635740636,0.31953795512833466,0.0,28.0
0,58989327,7,1223.0,3,81000.0,2,11,5,114,4,151300,194.9358869,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,50,12.5,126642.0,446775.6,1962.0,214346.2272395761,149696.75,470500.0,72490.0,124300.0,4,0.0,1.7470030762439475,0.8459846590880624,0.0,25.0
0,59003965,4,1281.5,2,76000.0,2,8,9,113,4,60091,158.4077018,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,44,14.666666666666666,161.2,494.4,-10.8,288.61018693039927,19747.333333333332,34147.0,89100.0,112200.0,3,0.0,0.001809182837454125,0.008162714153093088,0.0,29.333333333333332
0,58992002,7,1365.5,1,96000.0,2,11,-1,78,3,60025,178.8854382,15,0.8333333333333334,8,12,0.6666666666666666,5,2,0.1111111111111111,2,1457,80.94444444444444,600,177.12224831927017,113,6.277777777777778,4842.866666666667,54000.0,-10.8,14232.567240787215,66337.66666666667,320592.0,72380.0,96800.0,18,0.9274347549331636,0.41706539394790143,0.07300217067974434,177.12224831927017,-412.1666666666667
0,54987675,7,1257.5,3,126000.0,2,11,5,105,3,151300,1.0,10,1.6666666666666667,6,4,0.6666666666666666,4,2,0.3333333333333333,2,692,115.33333333333333,630,252.59110567608408,113,18.833333333333332,5190.0,30541.2,0.0,12421.810326035413,42955.666666666664,100500.0,33000.0,33000.0,6,0.858560794044665,0.1572679615769219,0.12081943043377047,252.59110567608408,-559.0
0,58998405,4,1214.0,3,81000.0,2,8,5,111,3,60043,202.4845673,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,53,10.6,48444.240000000005,197461.2,0.0,83991.95276339276,50481.4,200500.0,99550.0,100100.0,5,0.0,0.4866273568321765,0.9596263252143322,0.0,21.2
1,58993173,7,1241.0,3,78000.0,1,11,5,105,5,60074,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,18,9.0,352168.80000000005,639676.8,64660.8,406597.7128907638,369035.5,656938.0,88000.0,88000.0,2,0.0,4.001872705991978,0.9542925970737313,0.0,18.0
1,54985924,7,1241.0,1,111000.0,2,11,5,90,5,350068,223.6067977,1,0.16666666666666666,1,0,0.0,0,0,0.0,0,13,2.1666666666666665,13,5.307227776030219,104,17.333333333333332,5828.599999999999,21538.8,-81.6,8316.899844533418,25824.6,83039.0,77366.66666666667,122100.0,6,0.11016949152542373,0.07533638083092419,0.22569078743572268,5.307227776030219,23.833333333333332
1,59000383,4,1281.5,2,47000.0,2,8,9,107,5,151300,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,11,5.5,24769.2,25892.4,23646.0,1588.4446732574613,34261.0,47632.0,22000.0,22000.0,2,0.0,1.125821553565747,0.7229350300624598,0.0,11.0
0,58994740,7,1281.5,2,77000.0,2,11,9,114,5,510000,159.69971819999998,1,0.2,1,5,1.0,5,2,0.4,2,589,117.8,589,263.4088077494752,111,22.2,3696.96,18484.8,0.0,8266.653870097623,40473.6,50500.0,72380.0,96800.0,5,0.8402282453637661,0.41706539394790143,0.09134024795797858,263.4088077494752,-564.6
0,59004503,4,1305.5,1,129000.0,2,8,5,81,5,60014,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,17,8.5,1921.2,2642.4,1200.0,1019.9308211834762,18267.5,23703.0,91850.0,106700.0,2,0.0,0.020916484306104453,0.1051646276377371,0.0,17.0
0,58991241,7,1277.0,1,150000.0,2,11,5,95,5,60015,1.0,1,0.5,1,0,0.0,0,0,0.0,0,1,0.5,1,0.7071067811865476,62,31.0,45404.4,89727.6,1081.2,62682.47056777518,59280.5,93055.0,85800.0,137500.0,2,0.015625,0.5291826435589329,0.7659117937299158,0.7071067811865476,59.09090909090909
0,54991685,4,1304.0,1,35000.0,2,8,5,105,3,340019,181.6590212,4,1.3333333333333333,4,4,1.3333333333333333,4,0,0.0,0,212,70.66666666666667,212,122.39825706820066,29,9.666666666666666,2966.0,8898.0,0.0,5137.26269524929,29750.333333333332,58400.0,72380.0,96800.0,3,0.8760330578512396,0.41706539394790143,0.09969301095749211,122.39825706820066,-334.00000000000006
0,59003773,4,1320.5,3,164000.0,1,8,5,105,5,151300,187.08286930000003,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,36,18.0,17345.4,31134.0,3556.8,19500.02512613766,29159.0,32108.0,138600.0,138600.0,2,0.0,0.12514628321584984,0.5948353909465021,0.0,36.0
0,58991607,7,1290.5,3,119000.0,2,11,9,85,3,151300,200.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,88,14.666666666666666,40111.799999999996,109753.2,0.0,51217.52365540528,67896.0,100500.0,43450.0,73700.0,6,0.0,0.9231502151849208,0.5907742610130049,0.0,29.333333333333332
1,59004540,4,1281.5,2,34000.0,2,8,5,100,5,72049,163.29421299999998,9,0.8181818181818182,9,12,1.0909090909090908,9,1,0.09090909090909091,1,2091,190.0909090909091,1191,427.9019641332473,122,11.090909090909092,233270.29090909092,2553696.0,0.0,769606.9565191644,370418.25,1800500.0,14666.666666666666,15400.0,11,0.9444444444444444,8.97059154563754,0.6297466746371603,427.9019641332473,-938.2727272727274
0,54984058,5,1415.0,3,35000.0,2,15,5,92,5,60058,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,36,31.0,0.0,36.0,0.0,44802.31891939847,27621.0,27621.0,72380.0,96800.0,1,0.0,0.41706539394790143,0.0,0.0,59.09090909090909
1,58990737,7,1242.5,3,71000.0,1,11,5,108,5,60005,173.20508080000002,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,37,9.25,481585.8,1868848.8,0.0,925016.1920526149,471105.25,1600500.0,72380.0,96800.0,4,0.0,0.41706539394790143,1.0222445573583454,0.0,18.5
1,58994089,7,1239.5,3,79000.0,2,11,8,111,5,71003,1.0,1,0.09090909090909091,1,0,0.0,0,0,0.0,0,1,0.09090909090909091,1,0.30151134457776363,152,13.818181818181818,21943.52727272727,125878.8,0.0,41933.4266542836,111932.27272727272,360500.0,129800.0,129800.0,11,0.006493506493506494,0.16905514805530983,0.19604114789168223,0.30151134457776363,27.181818181818183
0,58990628,7,1335.5,3,150000.0,2,11,9,105,5,350050,412.3105626,2,0.1,1,0,0.0,0,0,0.0,0,27,1.35,26,5.806303289937311,388,19.4,416350.86,5483298.0,-7028.4,1301257.7990856452,443866.05555555556,5000500.0,61361.666666666664,165000.0,20,0.06490384615384616,6.785084198861414,0.938008024675056,5.806303289937311,32.05
0,58998166,4,1355.0,3,177000.0,2,8,5,87,5,151101,1.0,3,0.21428571428571427,1,2,0.14285714285714285,2,4,0.2857142857142857,3,699,49.92857142857143,509,137.2372814820063,201,14.357142857142858,25948.2,199824.0,-1.2,66159.28027712886,58403.78571428572,202000.0,72380.0,96800.0,14,0.7758046614872364,0.41706539394790143,0.4442820854944617,137.2372814820063,-260.92857142857144
0,58985693,5,1281.5,3,227000.0,2,15,-1,110,4,450080,183.0300522,7,0.7,2,7,0.7,4,38,3.8,20,15175,1517.5,8429,3206.3365128029427,149,14.9,13200.12,82831.2,0.0,26679.90437434137,80408.33333333333,215400.0,146850.0,249700.0,10,0.9902120717781403,0.08988784550326522,0.16416154011972078,3206.3365128029427,-7937.7
0,58983409,5,1338.5,3,30000.0,2,15,5,110,4,71000,223.6067977,4,2.0,4,3,1.5,3,3,1.5,3,741,370.5,741,523.9661248592317,45,22.5,0.0,36.0,0.0,110.39347806822647,837556.5,1645113.0,72380.0,96800.0,2,0.9415501905972046,0.41706539394790143,0.0,523.9661248592317,-1837.5
0,58992481,7,1259.0,3,74000.0,2,11,5,95,5,60036,207.3185954,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,46,11.5,29726.7,118906.8,0.0,59453.4,64060.25,100500.0,72380.0,96800.0,4,0.0,0.41706539394790143,0.4640355909383598,0.0,23.0
0,59003975,4,1364.0,1,200000.0,2,8,5,90,3,60022,212.1320344,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,85,21.25,70768.5,259027.2,-226.8,126034.72331972646,92519.0,296500.0,182600.0,182600.0,4,0.0,0.3875581185207091,0.7648994811932555,0.0,42.5
0,58994549,7,1281.5,2,90000.0,2,11,2,114,4,151300,173.20508080000002,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,51,17.0,431352.39999999997,1203596.4,28450.8,668993.3868343991,384189.0,1012697.0,72380.0,96800.0,3,0.0,0.41706539394790143,1.1227580103594574,0.0,34.0
0,58989033,7,1335.5,3,126000.0,2,11,5,83,5,60051,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,96,19.2,120392.16,387211.2,133.2,156644.6011966196,214390.5,510500.0,124300.0,124300.0,5,0.0,0.9685534307849495,0.5615528600714115,0.0,38.4
1,54986575,7,1272.5,3,50000.0,2,11,5,79,3,60011,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,14,4.666666666666667,9740.0,17460.0,0.0,8903.549853850429,21433.333333333332,29600.0,72380.0,96800.0,3,0.0,0.41706539394790143,0.4544111472248573,0.0,9.333333333333334
0,54988158,7,1347.5,1,392000.0,2,11,4,114,4,60018,1.0,1,0.03571428571428571,1,0,0.0,0,0,0.0,0,2,0.07142857142857142,2,0.3779644730092272,447,15.964285714285714,2546.3571428571427,26498.4,0.0,6383.153498449016,420136.9583333333,3200500.0,219656.25,331100.0,28,0.0044444444444444444,0.01159241109891498,0.006060764309319768,0.3779644730092272,31.57142857142857
0,58998578,4,1191.5,3,50000.0,2,8,5,106,5,60090,1.0,1,0.038461538461538464,1,0,0.0,0,0,0.0,0,1,0.038461538461538464,1,0.19611613513818402,485,18.653846153846153,106316.4,948925.2,0.0,217737.51502806856,224090.375,1000500.0,85800.0,141900.0,26,0.002053388090349076,1.2391044393421988,0.4744332529531759,0.19611613513818402,37.11538461538461
0,54983799,5,1298.0,1,127000.0,2,15,-1,113,4,151300,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,94,18.8,23557.44,114184.8,0.0,50677.981690355424,83665.8,136500.0,93500.0,93500.0,5,0.0,0.2519485353097828,0.2815625791831407,0.0,37.6
0,58984960,5,1415.0,3,110000.0,2,15,5,82,5,350066,223.6067977,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,86,28.666666666666668,12.0,36.0,0.0,110.39347806822647,10142.0,16043.0,70400.0,85800.0,3,0.0,0.0001704521242595986,0.0022279985146676567,0.0,57.333333333333336
0,54989325,4,1281.5,2,49000.0,2,8,-1,113,4,72001,180.7235458,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,28,7.0,165287.69999999998,578613.6,0.0,277598.80241074524,227016.0,482500.0,73700.0,73700.0,4,0.0,2.2426792038099888,0.7280851213785751,0.0,14.0
0,54988244,7,1400.0,1,100000.0,2,11,5,94,5,60028,205.55534530000003,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,82,11.714285714285714,77930.40000000001,478202.4,0.0,177359.1908344194,93200.85714285714,490500.0,24475.0,36300.0,7,0.0,3.1839516260826937,0.8361464287192316,0.0,23.428571428571427
1,58995842,7,1302.5,1,92000.0,2,11,-1,105,4,60075,212.1320344,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,20,6.666666666666667,11135.6,32724.0,0.0,18699.219632915167,43399.0,70500.0,42900.0,42900.0,3,0.0,0.25956504510384376,0.2565806451612903,0.0,13.333333333333334
0,58994057,7,1314.5,1,127000.0,2,11,-1,109,3,340012,412.3105626,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,16,4.0,729219.2,3042966.0,64660.8,1387144.1289191544,996482.5,2500500.0,72380.0,96800.0,4,0.0,0.41706539394790143,1.1738750795597528,0.0,8.0
1,58989594,7,1317.5,3,127000.0,2,11,9,88,5,71000,200.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,79,15.8,271582.32,1137924.0,0.0,489214.45889739605,269527.8,1000500.0,33000.0,33000.0,5,0.0,8.22951789339717,1.007618926066528,0.0,31.6
0,59002949,4,1314.5,3,89000.0,2,8,5,111,4,151009,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,13,6.5,8372.4,16711.2,33.6,11792.844053916764,26316.0,39298.0,22000.0,22000.0,2,0.0,0.38054633880278166,0.31813656571797694,0.0,13.0
0,59002060,4,1280.0,3,96000.0,2,8,9,112,4,60062,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,55,7.857142857142857,5729.828571428572,29358.0,0.0,10945.9925911593,24567.285714285714,37300.0,67100.0,67100.0,7,0.0,0.08539110551897247,0.2332205282070963,0.0,15.714285714285714
0,59004373,4,1287.5,1,139000.0,2,8,5,100,3,60030,244.94897430000003,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,80,20.0,84635.09999999999,231400.8,0.0,106188.26515674884,110362.0,234500.0,93500.0,93500.0,4,0.0,0.9051785542400616,0.7668792983155586,0.0,40.0
0,54984810,5,1241.0,3,60000.0,2,15,5,90,5,60000,200.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,31,10.333333333333334,4877.6,14347.2,-133.2,8205.55720959887,45260.666666666664,64572.0,64350.0,66000.0,3,0.0,0.07579680191450017,0.10776448061273337,0.0,20.666666666666668
0,58988486,7,1187.0,3,90000.0,2,11,5,100,5,60093,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,168,21.0,16285.35,72639.6,0.0,25211.75863979799,72618.25,204879.0,78100.0,78100.0,8,0.0,0.2085165362799452,0.22425665371096506,0.0,42.0
0,58983605,5,1350.5,1,237000.0,2,15,8,86,3,60085,223.6067977,1,0.1111111111111111,1,0,0.0,0,0,0.0,0,1,0.1111111111111111,1,0.33333333333333337,148,16.444444444444443,28495.6,253185.6,0.0,84261.74192075548,89789.0,406820.0,100100.0,100100.0,9,0.006666666666666667,0.28466848483032137,0.3173582804321194,0.33333333333333337,32.33333333333333
0,58991407,7,1302.5,1,92000.0,2,11,-1,105,4,550109,167.33200530000002,2,0.11764705882352941,1,0,0.0,0,0,0.0,0,22,1.2941176470588236,15,3.9173445387525105,427,25.11764705882353,102439.55294117647,1004398.8,-1.2,247089.8555413347,121409.05882352941,875352.0,94966.66666666667,317900.0,17,0.04888888888888889,1.0786782126672214,0.8437484829001958,3.9173445387525105,43.76470588235294
0,54984606,5,1205.0,3,61000.0,2,15,5,76,5,60069,1.0,5,1.25,4,0,0.0,0,0,0.0,0,39,9.75,38,18.83923211457056,91,22.75,14878.2,26113.2,4006.8,12212.693088749918,31752.25,50500.0,36300.0,36300.0,4,0.29770992366412213,0.40985647778298123,0.4685567619062616,18.83923211457056,-3.25
0,54982353,4,1179.5,2,500000.0,2,8,-1,100,5,550109,1.0,3,0.16666666666666666,1,2,0.1111111111111111,2,38,2.111111111111111,35,32078,1782.111111111111,27890,7417.782726338335,229,12.722222222222221,42033.13333333333,326684.4,-1197.6,95414.36502026922,246583.7142857143,775030.0,228250.0,458700.0,18,0.9928810201807602,0.16191437372480588,0.17046122852785645,7417.782726338335,-9265.11111111111
0,59004654,4,1352.0,1,168000.0,2,8,5,105,3,60017,223.6067977,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,65,10.833333333333334,35898.799999999996,166660.8,0.0,65266.54776836293,95626.33333333333,450500.0,129800.0,129800.0,6,0.0,0.27656797713422854,0.3754031274182416,0.0,21.666666666666668
0,58989220,7,1223.0,3,73000.0,2,11,9,111,4,350092,200.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,57,9.5,38162.200000000004,156723.6,0.0,61361.851592271894,55365.333333333336,165500.0,125400.0,125400.0,6,0.0,0.3043213371504215,0.6892672442338605,0.0,19.0
1,54988224,7,1235.0,3,101000.0,2,11,5,112,3,60013,1.0,8,1.1428571428571428,5,0,0.0,0,0,0.0,0,211,30.142857142857142,150,57.35976688536013,149,21.285714285714285,15083.142857142857,69811.2,-339.6,27644.08186398776,31779.333333333332,66297.0,58850.0,73700.0,7,0.5844875346260388,0.25629373939513106,0.47460618801385107,57.35976688536013,-108.14285714285715
0,54983094,5,1334.0,3,102000.0,2,15,9,84,5,72000,200.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,21,7.0,11296.0,30636.0,0.0,16827.672922896974,25178.0,37899.0,72380.0,96800.0,3,0.0,0.41706539394790143,0.44862782477461377,0.0,14.0
0,54992131,4,1214.0,3,68000.0,2,8,9,110,5,60091,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,19,9.5,13464.0,15003.6,11924.4,2177.3232006296175,17214.0,23991.0,99000.0,99000.0,2,0.0,0.13599862627650225,0.7821086261980831,0.0,19.0
1,58996840,7,1241.0,3,55000.0,2,11,9,113,4,151300,212.1320344,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,11,5.5,20572.199999999997,35323.2,5821.2,20861.064258565522,22434.0,39517.0,72380.0,96800.0,2,0.0,0.41706539394790143,0.9169690216180074,0.0,11.0
0,58998646,4,1293.5,1,458000.0,2,8,-1,75,5,340017,200.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,494,15.28888888888889,9125.626666666667,205849.2,-1840.8,34701.873640838574,59192.13333333333,300500.0,100512.5,458700.0,30,0.0,0.09079005971005553,0.15416698108001267,0.0,30.57777777777778
0,58998781,4,1382.0,3,76000.0,2,8,5,100,5,60018,173.20508080000002,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,13,6.5,0.0,36.0,-111.6,110.39347806822647,44735.5,74900.0,40700.0,40700.0,2,0.0,0.000148146901120364,0.0,0.0,13.0
1,58995151,7,1281.5,2,126000.0,2,11,9,115,4,450028,224.2676972,7,0.5,6,2,0.14285714285714285,1,41,2.9285714285714284,35,8572,612.2857142857143,6164,1697.4156115229287,121,8.642857142857142,60877.37142857142,588720.0,0.0,159884.89703743093,127634.14285714286,491100.0,72380.0,96800.0,14,0.9859673337934207,0.41706539394790143,0.4769640246864388,1697.4156115229287,-3454.1428571428573
0,58998842,4,1323.5,1,103000.0,2,8,-1,85,5,350069,204.0171561,4,1.0,2,0,0.0,0,0,0.0,0,57,14.25,31,16.580611166861935,116,29.0,414450.3,1639102.8,1201.2,816449.2110340483,378606.5,1416932.0,46200.0,46200.0,4,0.3275862068965517,8.97059154563754,1.094670073889186,16.580611166861935,-13.25
1,58987028,5,1206.5,3,49000.0,2,15,2,102,4,550109,158.11388300000002,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,22,7.333333333333333,37786.0,54662.4,10281.6,24023.522642610096,45745.0,60865.0,66000.0,66000.0,3,0.0,0.5725064771745882,0.825995715472391,0.0,14.666666666666666
1,54985084,7,1214.0,3,59000.0,2,11,9,86,5,60018,200.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,46,15.333333333333334,78957.2,191073.6,21715.2,97102.86681741173,91873.0,200500.0,72380.0,96800.0,3,0.0,0.41706539394790143,0.8594074493327818,0.0,30.666666666666668
0,54982463,5,1272.5,3,70000.0,2,15,5,113,5,60033,167.1227094,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,34,17.0,39890.4,79780.8,0.0,56413.54468848771,78500.0,100500.0,72380.0,96800.0,2,0.0,0.41706539394790143,0.5081514885160698,0.0,34.0
0,59003131,4,1322.0,3,35000.0,2,8,5,95,3,151300,173.20508080000002,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,7,7.0,1688.4,1688.4,1688.4,44802.31891939847,27840.0,27840.0,72380.0,96800.0,1,0.0,0.41706539394790143,0.060644373406127654,0.0,14.0
0,59002005,4,1239.5,3,68000.0,2,8,5,84,5,60052,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,40,10.0,9807.300000000001,35824.8,0.0,17388.09030687384,45270.666666666664,96073.0,106700.0,106700.0,4,0.0,0.09191385272865298,0.21663218348488755,0.0,20.0
0,58997354,4,1328.0,3,148000.0,2,8,2,110,5,60064,1.0,4,0.5714285714285714,2,0,0.0,0,0,0.0,0,90,12.857142857142858,45,17.724075635780196,202,28.857142857142858,33758.05714285714,226450.8,-844.8,85067.04653355996,133811.33333333334,386500.0,77550.0,77550.0,7,0.30716723549488056,0.43530137771088884,0.25227911584774554,17.724075635780196,-6.5714285714285765
0,58984516,5,1371.5,3,82000.0,2,15,5,115,5,151300,1.0,3,0.13636363636363635,3,1,0.045454545454545456,1,4,0.18181818181818182,4,687,31.227272727272727,687,146.4688921363044,423,19.227272727272727,69877.74545454545,544650.0,0.0,161799.66787070726,145631.36363636365,500500.0,67100.0,118800.0,22,0.6183618361836184,1.0413815808191451,0.4798229164845975,146.4688921363044,-157.6818181818182
0,59001893,4,1313.0,3,133000.0,2,8,5,80,5,60074,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,55,13.75,1797.9,7191.6,0.0,3595.8,66674.5,165500.0,122100.0,122100.0,4,0.0,0.01472469512944202,0.026964927147153005,0.0,27.5
0,54983792,5,1212.5,3,125000.0,2,15,9,113,4,550005,187.08286930000003,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,223,14.866666666666667,25470.56,130767.6,0.0,44986.75041026445,56071.066666666666,158500.0,66825.0,82500.0,15,0.0,0.38114745757639246,0.4542468561291957,0.0,29.733333333333334
0,59003954,4,1322.0,1,104000.0,2,8,5,114,3,60019,212.1320344,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,102,10.2,192869.64,846604.8,0.0,325442.2615074078,317127.6,740500.0,72380.0,96800.0,10,0.0,0.41706539394790143,0.6081748539866794,0.0,20.4
1,54986544,7,1214.0,3,51000.0,2,11,9,111,5,72000,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,80,16.0,11967.119999999999,19471.2,0.0,7660.68118328912,28253.5,39058.0,70950.0,73700.0,5,0.0,0.16866739017068116,0.4235473995292785,0.0,32.0
0,58997872,4,1305.5,3,91000.0,2,8,2,95,5,60091,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,36,7.2,3106.8,5760.0,0.0,2918.1856006772427,22735.2,33699.0,16500.0,16500.0,5,0.0,0.18827949821222958,0.13664552563752957,0.0,14.4
0,59003122,4,1278.5,3,115000.0,2,8,5,99,3,72000,173.20508080000002,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,44,22.0,561.0,962.4,159.6,567.6653239365603,20259.5,24950.0,108900.0,108900.0,2,0.0,0.005151467846943554,0.027689346264899682,0.0,44.0
