label,id,fea_1,fea_2,fea_3,fea_4,fea_5,fea_6,fea_7,fea_8,fea_9,fea_10,fea_11,OVD_t1_sum,OVD_t1_mean,OVD_t1_max,OVD_t2_sum,OVD_t2_mean,OVD_t2_max,OVD_t3_sum,OVD_t3_mean,OVD_t3_max,OVD_sum_sum,OVD_sum_mean,OVD_sum_max,OVD_sum_std,pay_normal_sum,pay_normal_mean,new_balance_mean,new_balance_max,new_balance_min,new_balance_std,highest_balance_mean,highest_balance_max,prod_limit_mean,prod_limit_max,prod_code_count,overdue_rate,credit_utilization,balance_ratio,overdue_volatility,payment_score
0,58993796,7,1397.0,1,131000.0,2,11,5,95,5,60001,1.0,4,0.4,2,1,0.1,1,0,0.0,0,102,10.2,42,16.745148551147583,231,23.1,67594.68000000001,521348.4,0.0,166671.4705381338,153460.8,500500.0,72380.0,96800.0,10,0.30538922155688625,0.41706539394790143,0.44046583579757315,16.745148551147583,-4.799999999999997
0,54983353,5,1224.5,3,56000.0,2,15,5,113,4,151307,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,82,16.4,25764.24,71703.6,0.0,29439.876451642933,39907.0,64500.0,57200.0,57200.0,5,0.0,0.45041590181989827,0.645590858975644,0.0,32.8
1,54987489,7,1307.0,1,182000.0,2,11,-1,101,5,350052,200.0,13,1.1818181818181819,7,0,0.0,0,0,0.0,0,210,19.09090909090909,105,35.40184895017362,233,21.181818181818183,22983.70909090909,166977.6,-3829.2,53520.25430375783,73716.3,212500.0,29700.0,62700.0,11,0.47297297297297297,0.7738362038621289,0.3117817539561146,35.40184895017362,-53.090909090909086
0,54988427,7,1236.5,1,150000.0,2,11,9,110,4,450000,212.1320344,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,195,15.0,32989.2923076923,109561.2,0.0,37344.46850111498,65985.69230769231,160500.0,78100.0,111100.0,13,0.0,0.4223927005760785,0.4999385657014758,0.0,30.0
1,59000077,4,1305.5,3,128000.0,2,8,5,114,4,72000,291.1889421,3,0.23076923076923078,2,4,0.3076923076923077,3,8,0.6153846153846154,8,1899,146.07692307692307,1793,495.68764720309866,212,16.307692307692307,220880.76923076922,1764740.4,0.0,554140.4599223669,349534.53846153844,2788500.0,63800.0,105600.0,13,0.8991477272727273,3.462026758683551,0.6319264993853382,495.68764720309866,-777.7692307692307
0,59004521,4,1305.5,1,117000.0,2,8,5,112,5,60029,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,40,8.0,29724.0,145586.4,0.0,64775.72458629854,51089.2,180500.0,33000.0,33000.0,5,0.0,0.9006999787885216,0.5817945515969795,0.0,16.0
1,54990604,4,1238.0,3,75000.0,2,8,5,104,4,72001,1.0,6,0.6,5,1,0.1,1,0,0.0,0,141,14.1,113,35.84674167743686,136,13.6,1567.44,11571.6,0.0,3744.124476563246,169084.9,594500.0,60500.0,119900.0,10,0.5071942446043165,0.025907670947587644,0.009270081065304678,35.84674167743686,-43.3
0,54984913,5,1229.0,3,50000.0,2,15,9,110,5,450071,200.0,1,0.05555555555555555,1,0,0.0,0,5,0.2777777777777778,5,1221,67.83333333333333,1206,284.0708797217384,264,14.666666666666666,99416.06666666667,1071172.8,0.0,250291.75544746596,114140.8125,900500.0,81400.0,181500.0,18,0.8216689098250336,1.2213125964873486,0.8709872787999285,284.0708797217384,-359.8333333333333
0,58984889,5,1305.5,3,130000.0,2,15,5,100,5,60016,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,39,19.5,55863.6,111727.2,0.0,79003.06076298564,71394.0,100479.0,114400.0,114400.0,2,0.0,0.48831391333991836,0.7824581553330064,0.0,39.0
1,58991158,7,1205.0,3,77000.0,2,11,-1,85,5,151300,273.86127880000004,6,0.46153846153846156,3,4,0.3076923076923077,3,5,0.38461538461538464,5,1217,93.61538461538461,1100,303.4741994693943,168,12.923076923076923,30246.646153846155,89960.4,0.0,30714.281161500297,66193.0,243748.0,54560.0,82500.0,13,0.8780663780663781,0.5543638524558963,0.45693939260123506,303.4741994693943,-492.2307692307692
0,58985548,5,1266.5,3,82000.0,2,15,9,114,3,60047,200.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,32,8.0,37168.8,117525.6,0.0,54141.381319652355,69911.0,100500.0,72380.0,96800.0,4,0.0,0.41706539394790143,0.5316512186749056,0.0,16.0
1,54982387,4,1349.0,1,286000.0,2,8,-1,80,3,361003,1.0,3,0.2727272727272727,2,0,0.0,0,0,0.0,0,12,1.0909090909090908,11,3.3001377381723165,246,22.363636363636363,117455.12727272726,917833.2,0.0,285177.43906736065,238270.0,1200500.0,109450.0,330000.0,11,0.04633204633204633,1.0731297774595687,0.49294764059716567,3.3001377381723165,39.27272727272727
0,58989891,7,1281.5,2,63000.0,2,11,5,84,5,60019,158.11388300000002,3,0.3,3,1,0.1,1,36,3.6,33,28389,2838.9,27890,8802.882159964554,62,6.2,2518.68,20934.0,0.0,6607.076798706067,28118.5,70500.0,72380.0,96800.0,10,0.9977857444116407,0.41706539394790143,0.08957058269172638,8802.882159964554,-14542.1
0,54988581,7,1247.0,3,66000.0,2,11,-1,109,5,60041,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,10,5.0,16973.4,33946.8,0.0,24004.012479583493,17274.5,28789.0,66000.0,66000.0,2,0.0,0.2571688307752913,0.9825128071546411,0.0,10.0
0,54987763,7,1232.0,1,96000.0,2,11,9,88,5,151300,233.520877,1,0.1,1,1,0.1,1,0,0.0,0,69,6.9,69,21.81971585516182,143,14.3,6296.4,27585.6,-3.6,9368.42501170821,21311.222222222223,65941.0,93316.66666666667,148500.0,10,0.323943661971831,0.06747275435519533,0.29543610864918407,21.81971585516182,-5.899999999999999
0,54985320,7,1367.0,1,80000.0,2,12,-1,112,5,60000,245.58501580000004,0,0.0,0,5,1.0,5,17,3.4,17,5589,1117.8,5589,2499.476785249265,91,18.2,657989.76,3192588.0,0.0,1417314.4582188837,611032.8,2760500.0,178200.0,178200.0,5,0.9838056680161943,3.6924021750719693,1.0768467472666814,2499.476785249265,-5722.6
0,59005275,4,1298.0,1,165000.0,2,8,9,90,3,72000,234.4504212,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,81,10.125,54689.4,312920.4,0.0,107657.56102521151,80664.375,325500.0,72380.0,96800.0,8,0.0,0.41706539394790143,0.6779786246577295,0.0,20.25
1,58987220,5,1259.0,3,94000.0,2,15,9,105,3,350063,200.0,4,1.3333333333333333,4,9,1.6,9,1,0.3333333333333333,1,842,280.6666666666667,842,486.12892665766486,42,14.0,6851.2,20553.6,0.0,11866.62649281589,430433.6666666667,1221500.0,72380.0,96800.0,3,0.9514124293785311,0.41706539394790143,0.015916933580318808,486.12892665766486,-1385.3333333333335
0,58995903,7,1233.5,3,78000.0,2,11,5,105,3,60036,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,221,24.555555555555557,25066.133333333335,110415.6,0.0,35668.0290747891,60926.333333333336,100500.0,71500.0,102300.0,9,0.0,0.35057038829293763,0.4114103139258789,0.0,49.111111111111114
0,59000498,4,1352.0,1,128000.0,2,8,5,72,3,60058,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,79,26.333333333333332,31142.0,92520.0,0.0,53156.83749058065,59266.333333333336,123341.0,57200.0,57200.0,3,0.0,0.5444310414153599,0.5254496574841677,0.0,52.666666666666664
0,58993744,7,1370.0,3,394000.0,2,11,5,112,5,510009,412.3105626,5,0.2631578947368421,2,2,0.10526315789473684,1,48,2.526315789473684,24,33497,2225.2105263157896,21075,6336.214963550991,247,13.0,282994.4210526316,4836636.0,0.0,1108655.364475439,468276.0588235294,4108152.0,228250.0,458700.0,19,0.9941684106567592,1.1234350838330598,0.6043311661767276,6336.214963550991,-11580.052631578948
1,59003325,4,1325.0,1,126000.0,2,8,9,106,5,71003,1.0,5,1.25,4,1,0.25,1,0,0.0,0,180,45.0,156,74.85986908885161,42,10.5,211.5,888.0,-42.0,451.43438061361695,26675.5,71500.0,64900.0,64900.0,4,0.8071748878923767,0.0032588095715012097,0.007928326429629075,74.85986908885161,-204.0
1,59002803,4,1295.0,1,35000.0,2,8,5,90,3,151300,1.0,1,0.5,1,0,0.0,0,0,0.0,0,17,8.5,17,12.020815280171307,36,18.0,8079.0,16158.0,0.0,11425.431370412234,16543.0,27787.0,72380.0,96800.0,2,0.3148148148148148,0.41706539394790143,0.4883341392649903,12.020815280171307,-6.5
0,59003192,4,1329.5,1,181000.0,2,8,5,111,3,340017,223.6067977,6,0.5454545454545454,2,10,0.9090909090909091,7,15,1.3636363636363635,15,4581,416.45454545454544,4288,1285.1400984823688,211,19.181818181818183,170220.32727272727,1411168.8,0.0,417008.2026752689,209383.6,1360500.0,59950.55,80300.0,11,0.9557688295430836,2.839298187832129,0.8129553332610291,1285.1400984823688,-2193.909090909091
0,58990897,7,1310.0,3,128000.0,2,11,9,105,5,60052,223.6067977,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,85,21.25,961.8000000000001,3860.4,-12.0,1932.4075346572215,102992.0,220500.0,79200.0,79200.0,4,0.0,0.012143786063307283,0.009338498732923597,0.0,42.5
0,59004828,4,1274.0,1,132000.0,2,8,5,107,3,60016,202.4845673,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,76,15.2,3183.36,12037.2,0.0,5121.304166713788,19194.0,38194.0,123475.0,174900.0,5,0.0,0.025781204444588424,0.16584318833029435,0.0,30.4
0,58993767,7,1326.5,1,91000.0,1,11,9,106,4,450080,291.5475947,2,0.2857142857142857,2,1,0.14285714285714285,1,0,0.0,0,120,17.142857142857142,120,45.355736761107266,176,25.142857142857142,4338.342857142857,27024.0,0.0,10032.573062921454,44192.857142857145,101388.0,68200.0,97900.0,7,0.40404040404040403,0.063611132639446,0.09816619633627167,45.355736761107266,-35.42857142857142
1,58989746,7,1334.0,3,86000.0,2,11,5,113,5,510065,168.5140944,0,0.0,0,0,0.0,0,12,2.4,12,1800,360.0,1800,804.9844718999243,35,7.0,5711.76,28558.8,0.0,12771.883631164197,33584.6,69527.0,53900.0,74800.0,5,0.9803921568627451,0.10596760728001337,0.17006574246105474,804.9844718999243,-1906.0
0,54986167,7,1256.0,3,130000.0,1,11,9,105,5,60058,187.08286930000003,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,111,9.25,73131.6,565808.4,0.0,160833.06346291318,97106.58333333333,535500.0,33000.0,33000.0,12,0.0,2.2160419381230874,0.7530987538734961,0.0,18.5
0,59001201,4,1320.5,1,122000.0,2,8,5,103,5,60046,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,51,12.75,882.3000000000001,3530.4,-1.2,1765.4000906310162,13838.75,24300.0,110000.0,110000.0,4,0.0,0.0080208361742166,0.06375115157426978,0.0,25.5
0,59001692,4,1257.5,1,110000.0,2,8,5,89,3,350063,189.7366596,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,172,17.2,12286.32,74083.2,-720.0,22411.69082920787,48065.22222222222,89926.0,80300.0,156200.0,10,0.0,0.15300332498972616,0.25561234962875296,0.0,34.4
0,59000231,4,1415.0,3,146000.0,2,8,5,113,5,60062,1.0,1,0.05263157894736842,1,1,0.05263157894736842,1,0,0.0,0,82,4.315789473684211,82,18.812090177386064,421,22.157894736842106,258174.63157894733,4762329.6,-298.8,1091143.077883033,509391.73333333334,4700500.0,141460.0,207900.0,19,0.1626984126984127,1.8250587199224333,0.5068282578149865,18.812090177386064,22.736842105263158
0,58997422,4,1248.5,3,50000.0,2,8,-1,100,3,332345,387.2983346,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,174,14.5,41865.5,231277.2,0.0,76103.4299203871,108678.0,525500.0,57750.0,102300.0,12,0.0,0.7249311700230299,0.3852216159515638,0.0,29.0
0,54985176,7,1328.0,3,71000.0,2,11,5,109,5,60004,412.3105626,0,0.0,0,4,0.5,4,9,1.125,9,1972,246.5,1972,697.2072862499358,135,16.875,101642.1,478032.0,0.0,163989.091953999,142005.875,403410.0,22000.0,22000.0,8,0.9354838709677419,4.6198854597518295,0.7157547829990626,697.2072862499358,-1288.75
0,58995493,7,1281.5,2,73000.0,2,11,9,109,3,151300,189.8051633,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,6,5.0,2808.0,2808.0,2808.0,44802.31891939847,10142.0,16043.0,72380.0,96800.0,1,0.0,0.41706539394790143,0.609375,0.0,10.0
0,59002534,4,1242.5,3,70000.0,1,8,5,103,3,60040,181.6590212,1,0.2,1,0,0.0,0,0,0.0,0,1,0.2,1,0.447213595499958,66,13.2,39416.4,126000.0,0.0,52054.08457056949,75709.2,105500.0,39600.0,46200.0,5,0.014705882352941176,0.9953385015529911,0.520622056209071,0.447213595499958,25.4
0,58995172,7,1263.5,3,35000.0,2,12,-1,115,4,350012,271.11621119999995,7,2.6666666666666665,7,0,0.0,0,0,0.0,0,41,20.5,41,28.991378028648448,30,15.0,511906.8,975210.0,48603.6,655209.6689308545,474686.5,900500.0,72380.0,96800.0,2,0.5694444444444444,0.41706539394790143,1.0784080052666227,28.991378028648448,-72.5
0,59000340,4,1313.0,3,98000.0,1,8,9,103,5,151300,173.20508080000002,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,34,5.666666666666667,6899.8,18315.6,0.0,7219.46705955502,23009.666666666668,50500.0,47666.666666666664,55000.0,6,0.0,0.14474801227946268,0.2998522424382895,0.0,11.333333333333334
1,58982978,5,1322.0,3,30000.0,2,15,5,91,5,60047,164.3167673,15,0.5555555555555556,6,5,0.18518518518518517,3,0,0.0,0,507,18.77777777777778,201,52.39299228929038,196,7.2592592592592595,68463.46666666667,591814.8,0.0,181476.8789548346,171309.86363636365,800500.0,30800.0,30800.0,27,0.7201704545454546,2.2227676590586887,0.39964462972991593,52.39299228929038,-79.37037037037037
1,59002226,4,1281.5,2,48000.0,1,8,5,101,5,72000,165.37533069999998,13,2.1666666666666665,12,1,0.16666666666666666,1,6,1.0,6,1397,232.83333333333334,1397,570.3228617780167,25,4.166666666666667,17159.0,57916.8,0.0,23209.23667956359,35358.0,87600.0,72380.0,96800.0,6,0.9817287420941673,0.41706539394790143,0.4852795610735598,570.3228617780167,-1215.8333333333335
1,58993990,7,1263.5,3,53000.0,2,11,5,111,5,60095,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,36,12.0,147062.0,360000.0,36921.6,184446.26063154548,124049.0,300500.0,39050.0,42900.0,3,0.0,3.7658958797469975,1.1810872027180068,0.0,24.0
0,58983850,5,1221.5,3,97000.0,2,15,9,109,4,72001,263.3097036,1,0.25,1,0,0.0,0,0,0.0,0,16,4.0,16,8.0,47,11.75,1222.8,2665.2,0.0,1144.249343456224,14815.5,21446.0,45100.0,72600.0,4,0.25,0.027112480876255514,0.08252961225660581,8.0,3.5
0,58995787,7,1289.0,3,68000.0,1,11,5,86,3,60016,173.20508080000002,3,0.3,1,1,0.1,1,0,0.0,0,80,8.0,31,12.797569213634977,144,14.4,89143.43999999999,586033.2,0.0,179631.39065346008,129994.0,656938.0,38500.0,38500.0,10,0.35555555555555557,2.315353886912028,0.6857451440440016,12.797569213634977,-11.2
1,54984978,5,1281.5,2,58000.0,2,15,5,95,3,60075,212.1320344,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,14,4.666666666666667,88980.8,190800.0,22285.2,89579.90797316104,81490.33333333333,159500.0,45100.0,45100.0,3,0.0,1.972922995055542,1.0919050696597594,0.0,9.333333333333334
0,58988287,5,1307.0,1,39000.0,2,15,9,114,4,450016,160.44625269999997,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,28,4.0,263110.28571428574,1785898.8,0.0,671577.1167835391,230555.7142857143,1500500.0,99000.0,99000.0,7,0.0,2.6576528087017883,1.1411955038022874,0.0,8.0
0,58992687,7,1281.5,3,72000.0,2,11,-1,107,4,450048,141.4213562,8,1.3333333333333333,4,0,0.0,0,0,0.0,0,44,7.333333333333333,22,11.360751148875089,180,30.0,50362.0,92751.6,4174.8,39721.819685205766,75770.66666666667,94917.0,96800.0,138600.0,6,0.19555555555555557,0.5202632204212766,0.6646547742119965,11.360751148875089,23.333333333333336
0,54989469,4,1190.0,3,128000.0,2,8,5,105,5,72000,1.0,2,1.0,2,0,0.0,0,0,0.0,0,45,22.5,45,31.81980515339464,45,22.5,3646.2,4694.4,2598.0,1482.3786560794779,54906.0,75862.0,156200.0,156200.0,2,0.4945054945054945,0.023343000364914435,0.06640683337279399,31.81980515339464,-67.5
0,59002231,4,1353.5,3,125000.0,2,8,9,107,5,60093,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,100,20.0,126398.88,454736.4,27840.0,183938.37198614108,206095.4,545993.0,132000.0,132000.0,5,0.0,0.9575600184847085,0.613299795629618,0.0,40.0
0,54984717,5,1257.5,3,35000.0,2,15,-1,89,5,60005,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,7,7.0,37544.4,37544.4,37544.4,44802.31891939847,31787.0,31787.0,72380.0,96800.0,1,0.0,0.41706539394790143,1.1810872027180068,0.0,14.0
1,58982857,5,1272.5,3,76000.0,2,15,5,104,5,60084,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,21,10.5,109529.40000000001,217167.6,1891.2,152223.4022694277,131500.0,243500.0,72380.0,96800.0,2,0.0,0.41706539394790143,0.8329168599478332,0.0,21.0
1,54983561,5,1281.5,2,47000.0,2,15,5,112,4,510037,175.8266191,5,0.8333333333333334,2,2,0.3333333333333333,2,10,1.6666666666666667,10,1817,302.8333333333333,1797,732.0230642996618,67,11.166666666666666,25098.400000000005,55714.8,0.0,22120.91748260004,39736.166666666664,60584.0,77000.0,99000.0,6,0.9639257294429708,0.32594901364917345,0.6316102053912586,732.0230642996618,-1591.8333333333333
0,58993789,7,1238.0,3,59000.0,2,11,9,112,5,60000,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,67,13.4,17688.48,48438.0,0.0,21259.809823044045,51367.0,67971.0,71500.0,71500.0,5,0.0,0.24738786870113705,0.34434823236256035,0.0,26.8
1,54985654,7,1280.0,3,120000.0,2,11,5,115,5,151300,218.604666,2,0.6666666666666666,2,3,1.0,3,5,1.6666666666666667,5,1034,344.6666666666667,1034,596.980178342073,36,12.0,20287.2,36621.6,0.0,18628.039819583806,37667.333333333336,47888.0,49500.0,49500.0,3,0.965452847805789,0.4098341447647522,0.53857439936286,596.980178342073,-1749.3333333333335
0,54989251,4,1263.5,3,100000.0,2,8,5,68,5,60047,1.0,0,0.0,0,1,0.02702702702702703,1,0,0.0,0,45,1.2162162162162162,45,7.397954428741078,494,18.83783783783784,69790.63783783784,946929.6,-9560.4,216931.68760421555,541792.5483870967,5340500.0,228250.0,458700.0,30,0.06056527590847914,0.21740435211095704,0.1288140806504664,7.397954428741078,31.594594594594597
0,59003000,4,1293.5,1,149000.0,2,8,-1,96,3,60023,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,100,16.666666666666668,6938.0,39766.8,0.0,16087.461707553495,17835.333333333332,33639.0,53350.0,96800.0,6,0.0,0.13004442278495248,0.3889812928666206,0.0,33.333333333333336
1,54987040,7,1190.0,3,95000.0,2,11,5,88,3,60019,1.0,3,0.42857142857142855,3,0,0.0,0,0,0.0,0,31,4.428571428571429,31,11.716898663286043,110,15.714285714285714,52863.42857142857,210986.4,0.0,80203.67975925865,59370.57142857143,200500.0,146850.0,170500.0,7,0.21830985915492956,0.35998003807552265,0.8903828431596652,11.716898663286043,9.285714285714281
0,54985988,7,1262.0,1,104000.0,2,11,8,107,4,60045,1.0,1,0.25,1,0,0.0,0,0,0.0,0,15,3.75,15,7.5,61,15.25,73267.2,164148.0,0.0,67816.52887371927,90097.5,137290.0,75350.0,117700.0,4,0.19480519480519481,0.9723454234184018,0.8131900087126867,7.5,11.75
0,58986533,5,1358.0,1,101000.0,2,15,-1,111,5,72000,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,27,13.5,16114.8,34911.6,-2682.0,26582.68948921459,42892.0,44500.0,72380.0,96800.0,2,0.0,0.41706539394790143,0.37569766628587414,0.0,27.0
0,58982387,4,1217.0,2,300000.0,2,8,-1,79,5,550007,1.0,2,0.13333333333333333,2,0,0.0,0,0,0.0,0,60,4.0,60,15.491933384829668,190,12.666666666666666,729219.2,5483298.0,0.0,1459212.6171348959,996482.5,5443267.0,110000.0,110000.0,15,0.23904382470119523,7.050234816047128,0.5721952124816414,15.491933384829668,5.333333333333332
1,58984255,5,1223.0,3,50000.0,2,15,5,89,3,151300,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,38,6.333333333333333,6365.8,20136.0,0.0,8107.759356073662,25680.5,39730.0,55000.0,55000.0,6,0.0,0.11573971382338503,0.24787492942390438,0.0,12.666666666666666
0,54988697,7,1287.5,1,88000.0,2,11,-1,113,4,71003,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,12,6.0,56334.600000000006,110541.6,2127.6,76660.27457555837,53662.0,100500.0,72380.0,96800.0,2,0.0,0.41706539394790143,1.0497847679033971,0.0,12.0
1,54982856,5,1361.0,3,30000.0,1,15,5,110,5,60033,264.5751311,1,0.125,1,0,0.0,0,0,0.0,0,26,3.25,26,9.192388155425117,105,13.125,587175.45,4342938.0,0.0,1459212.6171348959,575392.625,3650500.0,72380.0,96800.0,8,0.19696969696969696,0.41706539394790143,1.0204761131998985,9.192388155425117,10.0
0,58988923,7,1223.0,3,68000.0,1,11,5,84,5,60014,158.11388300000002,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,51,7.285714285714286,13449.257142857141,54505.2,0.0,20514.36866254619,44049.857142857145,100500.0,36300.0,36300.0,7,0.0,0.37049274518214764,0.3053120419255665,0.0,14.571428571428571
0,59004856,4,1281.5,2,99000.0,2,8,5,90,3,60036,188.0664776,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,33,16.5,19231.800000000003,38584.8,-121.2,27369.27507260651,23714.5,43492.0,82500.0,82500.0,2,0.0,0.23310990169816126,0.8109379941388545,0.0,33.0
0,54990128,4,1281.5,2,105000.0,2,8,9,110,5,72000,187.0561413,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,104,14.857142857142858,71314.62857142858,436603.2,0.0,161569.20585323713,134280.85714285713,400500.0,30800.0,30800.0,7,0.0,2.3153348453436116,0.5310816374512886,0.0,29.714285714285715
0,54986034,7,1298.0,1,114000.0,2,11,5,103,3,60014,173.20508080000002,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,41,20.5,4165.8,7971.6,360.0,5382.213975679525,41284.5,56759.0,100100.0,100100.0,2,0.0,0.041615967872448825,0.10090225381792639,0.0,41.0
1,54986429,7,1326.5,3,208000.0,2,11,5,105,4,510070,279.6640842,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,110,27.5,21267.0,47292.0,0.0,24862.40993950506,169968.0,485500.0,50600.0,56100.0,4,0.0,0.42028813659809094,0.12512281651359955,0.0,55.0
0,58988867,7,1179.5,3,71000.0,2,11,5,111,4,151307,200.0,1,0.25,1,0,0.0,0,0,0.0,0,13,3.25,13,6.500000000000001,48,12.0,7073.1,16582.8,0.0,7527.2274656741965,44224.5,49048.0,116600.0,123200.0,4,0.20967741935483872,0.060660714745156566,0.15993261805971667,6.500000000000001,7.75
0,54987401,7,1325.0,1,50000.0,2,12,-1,105,5,350012,225.2287726,1,0.16666666666666666,1,0,0.0,0,0,0.0,0,1,0.16666666666666666,1,0.408248290463863,133,22.166666666666668,474650.2,1625805.6,0.0,744299.1649119055,722135.2,1445659.0,178750.0,247500.0,6,0.007407407407407408,2.6553708790440336,0.6572862570800356,0.408248290463863,43.5
0,59002062,4,1320.5,1,123000.0,2,8,5,105,3,332444,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,91,18.2,46949.759999999995,164378.4,0.0,67986.92983955078,71632.2,200500.0,31900.0,33000.0,5,0.0,1.471733174508636,0.6554189956612296,0.0,36.4
0,59001353,4,1256.0,3,120000.0,2,8,5,105,5,72015,1.0,2,0.2,1,0,0.0,0,35,3.5,35,6302,630.2,6300,1992.1646964490103,175,17.5,1560.3600000000001,13831.2,0.0,4328.747515852594,51537.444444444445,232022.0,19066.666666666668,33000.0,10,0.9728311207162704,0.08183277100851354,0.030275651832720345,1992.1646964490103,-3466.0
0,58996494,7,1304.0,1,98000.0,2,11,5,113,4,151300,180.2775638,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,74,14.8,61906.56,164964.0,-2.4,82539.15568145824,79903.0,200500.0,45100.0,68200.0,5,0.0,1.372620562736968,0.7747617140568682,0.0,29.6
0,58987161,5,1281.5,2,48000.0,2,15,5,107,4,450008,178.0056179,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,20,4.0,12987.12,44084.4,0.0,18191.348450073732,22086.6,51151.0,84700.0,103400.0,5,0.0,0.1533290043801136,0.5879823973632265,0.0,8.0
0,54983470,5,1238.0,3,104000.0,2,15,7,110,4,450075,243.0370342,4,0.2857142857142857,3,1,0.07142857142857142,1,0,0.0,0,143,10.214285714285714,83,26.35315941189995,249,17.785714285714285,28911.514285714286,146596.8,-2336.4,46703.88221377578,62534.5,128500.0,95480.0,226600.0,14,0.3638676844783715,0.3027986121397376,0.4623216298856535,26.35315941189995,-15.5
0,59004000,4,1214.0,3,82000.0,1,8,5,100,5,60019,167.33200530000002,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,34,11.333333333333334,8928.800000000001,21595.2,0.0,11272.329221593911,20177.333333333332,25967.0,72380.0,96800.0,3,0.0,0.41706539394790143,0.44249442471297606,0.0,22.666666666666668
0,58992602,7,1368.5,3,390000.0,2,11,5,101,5,60024,173.20508080000002,1,0.16666666666666666,1,0,0.0,0,0,0.0,0,26,4.333333333333333,26,10.614455552060438,68,11.333333333333334,1950.5999999999997,8208.0,-2.4,3370.0631946597086,275348.6666666667,1600500.0,135850.0,198000.0,6,0.2736842105263158,0.014358377928760184,0.0070840833897262735,10.614455552060438,1.0000000000000036
0,54985177,7,1262.0,3,121000.0,2,11,5,106,5,151300,387.356425,13,1.1818181818181819,7,1,0.09090909090909091,1,37,3.3636363636363638,33,9778,888.9090909090909,8749,2615.7875087455195,161,14.636363636363637,43245.600000000006,422503.2,0.0,126793.93623507397,130116.63636363637,420500.0,81400.0,81400.0,11,0.9837022132796781,0.5312662006609256,0.3323577126711913,2615.7875087455195,-4785.272727272727
0,58990273,7,1362.5,3,83000.0,2,11,9,100,4,151300,174.2067737,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,77,12.833333333333334,31622.399999999998,120067.2,-1.2,48461.72489806775,69819.5,150500.0,68200.0,100100.0,6,0.0,0.4636647556487441,0.4529099619739188,0.0,25.666666666666668
0,54988633,7,1253.0,1,50000.0,2,11,5,112,4,72049,184.3637708,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,40,13.333333333333334,7326.799999999999,20776.8,0.0,11663.577420328636,31473.0,57718.0,72380.0,96800.0,3,0.0,0.41706539394790143,0.2327889686725551,0.0,26.666666666666668
