pay_normal_sum,credit_utilization,fea_4,balance_stability,prod_limit_max,payment_reliability,new_balance_min,balance_ratio,credit_util_mean,new_balance_max,fea_11,behavior_x_limit,behavior_score,balance_growth,fea_10,highest_balance_mean,pay_normal_mean,fea_2,payment_score,new_balance_mean,credit_util_cat,prod_limit_mean,new_balance_std,OVD_sum_mean,OVD_t2_sum,credit_util_max,fea_7,OVD_t3_mean,overdue_x_credit_util,overdue_rate,OVD_sum_max,near_limit,highest_balance_max,OVD_t2_mean,fea_8,has_severe_overdue,exceeded_limit,overdue_volatility,OVD_t3_max,OVD_t1_mean,OVD_sum_std,OVD_t3_sum,fea_5,behavior_cat,OVD_sum_sum,prod_code_count,reliability_x_balance,fea_1,fea_6,fea_3,fea_9,OVD_t1_sum,overdue_cat,OVD_t1_max,avg_overdue_per_period,OVD_t2_max,overdue_severity,total_overdue_incidents
0.7272727272727273,2.2217485203875054,2.5522388059701493,1.0022133224902223,1.0296260320543953,-0.5449945682793128,-105.6,1.0167656410447026,1.6917104375097183,4.831150321100066,0.13445668302506164,-0.49351402360453644,-0.5351455086637081,-0.1756998600639112,0.0,1.4005460062608233,0.5701083935519732,0.2981366459627329,-0.020288548241659023,2.7866261325195247,0.75,0.7105703422053232,4.492725460798423,0.703125,0.0,2.6280129618822063,-3.0,0.0,4.564049844055721,0.6517362058375076,0.967741935483871,0.0,3.178042614662333,0.0,0.14285714285714285,0.0,0.0,0.8637875524277718,0.0,1.25,0.8637875524277718,0.0,0.0,-0.5,0.759493670886076,0.5,2.9507038788926656,0.0,1.3333333333333333,0.0,0.5,2.0,1.0,2.0,0.71301247771836,0.0,0.6666666666666666,0.8888888888888888
-0.5151515151515151,0.0,-0.014925373134328358,-0.0660770321198155,0.0,-0.004906686075336136,-2682.0,-0.17576072151536917,-0.2166071578131321,-0.23388147906394535,-0.8641236717903872,0.051796576084820134,0.04406312986436067,-0.12404149805066456,0.0,-0.2649396874361234,-0.04273207337409674,1.2670807453416149,0.2772768259693419,-0.19516357135129964,-0.25,0.0,-0.16873000898404203,0.0,0.0,-0.2165037006747128,-6.0,0.0,0.0,0.0,0.0,-1.0,-0.3062477428674612,0.0,0.2857142857142857,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.07547120883384159,0.0,1.3333333333333333,-1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.050505050505050504,0.3868854198222971,0.7014925373134329,-0.6941977448499903,1.6124332200097136,0.08995591138116057,5889.6,0.9120150004529584,0.30148619692779927,0.3482381325175526,0.0,0.3365783983711535,0.22122631790623348,-0.1234343251528405,1.0957523161464583e-05,0.34809170176317805,0.8035714285714284,-0.2236024844720497,0.8002705139765556,1.0929070295080783,0.25,1.489277566539924,0.4754573347505511,0.0,0.0,0.003713691733507343,0.0,0.0,0.0,0.0,0.0,0.0,0.057779703864210906,0.0,0.047619047619047616,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.16666666666666666,1.51430822258252,-0.3333333333333333,-1.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5454545454545454,-0.45155422970656794,-0.6417910447761194,-0.0005784410479342506,-0.6410879067508499,-0.02198195361750573,0.0,-0.4192313329645642,-0.33377597858871816,-0.27873840414610523,0.13445668302506164,0.0035223663633380036,0.021879487175819022,0.07964219207235966,4.800501854560795,-0.410162463386012,-0.6847554196775986,-0.968944099378882,-0.11947700631199265,-0.34087055519362186,-0.25,-0.2628136882129278,-0.2983037990127876,0.0,0.0,-0.21619136398951783,0.0,0.0,0.0,0.0,0.0,-1.0,-0.2809620801733478,0.0,0.3333333333333333,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.25074944246080255,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5252525252525253,1.101851446885201,0.3880597014925373,-0.21628393818107178,-0.7965031568722681,-0.010176830378475114,0.0,0.3332481867631423,0.8431958763634035,0.38023039884986476,0.0,0.029388393993742948,0.07199273672201598,1.507415536046821,0.8689315867041414,0.2669397735561662,-1.1127709838799331,0.2732919254658385,-0.3839795611662157,0.514992693233659,0.75,-0.45749049429657795,0.40311517736342695,0.0,0.0,0.9288478134662022,0.0,0.0,0.0,0.0,0.0,0.0,0.09534127843986999,0.0,-0.6190476190476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.16666666666666666,0.7740370190185901,0.6666666666666666,0.0,-1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6262626262626263,-0.2989630336850555,3.029850746268657,0.17949907642760227,2.8363283147158813,-3.531883061468757,-44.4,-0.2457578892987113,-0.21816191476938046,0.018115455561362185,0.31833191402970673,-5.184225513219099,-5.0783531164008,-0.13813626610012059,-0.13112867967324665,-0.01467307845950974,-0.1329337005407043,0.12422360248447205,-27.22333797852283,-0.09184842283726484,-0.25,0.6314828897338403,-0.023343265614239526,27.78409090909091,13.0,-0.19844820024368948,0.0,0.1818181818181818,21.320328590299994,3.6190802335448886,20.64516129032258,-1.0,0.03157818707114482,1.181818181818182,0.23809523809523808,1.0,-1.0,18.920494885360025,2.0,10.0,18.920494885360025,2.0,-1.0,-1.0,41.265822784810126,1.0,-0.359839634201765,0.6666666666666666,0.0,0.0,0.5,20.0,3.0,11.0,29.05525846702317,8.0,26.333333333333332,15.555555555555555
-0.696969696969697,0.0,-1.0,3.746538926269986,0.0,-0.26103569920787695,8248.8,-0.20077767762478022,-0.3423492287009597,-0.32567333929607933,-0.8641236717903872,-0.8602667993369912,-0.8662091295031313,-0.12384721113771392,-0.13097527434898615,-0.4844135043490623,-0.568023902167871,0.37267080745341613,-0.047339945897204555,-0.3258274336915462,-0.25,0.0,0.0,0.0,0.0,-0.3002984265229743,4.0,0.0,0.0,0.0,0.0,-1.0,-0.3690949801372337,0.0,-0.7142857142857143,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,-0.6666666666666666,-0.2430186845580576,-0.3333333333333333,-1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010101010101010102,0.0,0.1791044776119403,-0.22171499580043438,0.0,0.08758434644474818,0.0,-0.7122804696091714,-0.3270558852966392,-0.25197214722887246,-0.8641236717903872,0.13147671403047528,0.12358679143114713,0.13124889154917088,3.1667789812790716,0.32172379382654165,0.6868399110617008,1.3416149068322982,0.7281334535617674,-0.3099354788096604,-0.25,0.0,-0.2874346278307442,0.0,0.0,-0.23301826498856748,-6.0,0.0,0.0,0.0,0.0,-1.0,0.19934994582881907,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.16666666666666666,-0.20861231834445546,0.0,1.3333333333333333,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6767676767676768,0.0,-0.9402985074626866,-0.7315760695157355,0.0,-0.19463188098832956,20221.2,1.2117339373852585,0.6020686776331997,0.03989531456238883,-0.0036726405502386203,0.08969487784543123,0.08188700669075773,-0.12378265830110666,0.00016436284742196873,-0.06613857181840925,-0.9765842134519176,0.0,-0.2998196573489629,0.6555568431349008,0.75,0.0,0.2020478509695416,0.0,0.0,0.03342098009239153,0.0,0.0,0.0,0.0,0.0,0.0,-0.1444564824846515,0.0,0.38095238095238093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,0.877916849360929,-0.3333333333333333,-1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.31313131313131315,0.32363285873174397,-0.08955223880597014,-0.6914233402064563,-0.48567265662943176,0.05438243733497403,0.0,0.2676392563144571,0.2535615077889265,-0.06329874802991843,0.13445668302506164,0.16920139195944636,0.2022893317868437,0.8540003990422984,0.0,-0.09947091944040659,-0.7042106725958865,-0.422360248447205,-0.13149984971445736,0.12331007491868194,0.25,-0.36015209125475284,-0.07854220356200303,0.0,0.0,0.04454919311773004,0.0,0.0,0.0,0.0,0.0,0.0,-0.23002383531960996,0.0,-0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.317057725101237,0.6666666666666666,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.111111111111111,1.2553432795497559,-0.7761194029850746,0.3357453388626096,0.7965031568722681,0.12102487297112202,0.0,0.013065152676833502,0.9594923272734882,2.912787611259262,-0.8641236717903872,0.017732746610378304,-0.014049872918601394,2.8223153320918684,-0.13050410085304318,1.7091630169407461,0.5588842091760382,-1.4906832298136645,0.6421238815287508,1.3031951173430791,0.75,0.2968821292775665,1.6015340654916097,0.007211538461538451,0.0,1.7081820425720404,0.0,0.0,0.030985771276949643,0.008074213090799764,0.03225806451612903,0.0,2.4557602022390754,0.0,0.047619047619047616,0.0,0.0,0.015971437494286513,0.0,0.19230769230769199,0.015971437494286513,0.0,0.0,0.0,0.02531645569620253,3.5,1.7896759375608824,-0.3333333333333333,-1.0,0.0,0.5,1.0,1.0,1.0,0.007922360863537332,0.0,0.3333333333333333,0.4444444444444444
-0.32323232323232326,0.270267912601683,-0.7761194029850746,0.2792891739225606,1.0879067508499272,0.052616378339773326,0.0,0.69411753240094,0.21312838681957144,0.9378435378224687,0.2656569473403495,0.12342722329148353,0.0032937620860862896,2.4837113150660635,3.046859847800003,0.5020720041379123,-0.27619510839355194,0.39751552795031053,0.13300270513976567,1.100222611121941,0.25,1.9029657794676806,1.3209923791907172,0.0,0.0,0.3945005707966758,-6.0,0.0,0.0,0.0,0.0,0.0,0.7222824124232575,0.0,0.38095238095238093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16666666666666666,1.5050856020205754,0.6666666666666666,0.3333333333333333,-1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.030303030303030304,-0.23802347492405923,-0.5522388059701493,-0.44056813688486846,0.4662457503642545,-1.8679201480438177,684.0,0.016861706166507485,-0.17198972253672495,-0.11258022337575427,-0.8641236717903872,-1.0265437480647728,-1.0473684308454938,-0.12283458062369695,1.0957523161464583e-05,-0.14418823299310737,0.5701083935519732,-1.4161490683229814,-2.7254283137962125,-0.03568588551557991,-0.25,0.5767300380228136,-0.11052808567902009,3.515625,0.0,-0.15300981982467024,-6.0,0.0,3.184213433636156,1.9530505506057765,2.4193548387096775,-1.0,-0.10773853376670278,0.0,0.14285714285714285,0.0,-1.0,3.0539501791310397,0.0,6.25,3.0539501791310397,0.0,0.0,-0.5,1.8987341772151898,-0.16666666666666666,-0.1325922406152265,-0.3333333333333333,-1.0,0.0,0.0,5.0,1.0,5.0,3.20855614973262,0.0,1.6666666666666667,2.2222222222222223
-0.2828282828282828,2.030959893017634,-0.31343283582089554,-0.022676509052753296,0.48567265662943176,0.059265071027587816,1962.0,0.7236348817773183,1.5471552527031556,1.1840402216819488,0.10904500535559657,0.0763545487574237,0.06834637830399178,-0.12208712900099929,0.8689315867041414,0.8986664752311492,-0.15946359088382434,-0.968944099378882,0.20513976555455377,1.6408281456144898,0.75,0.0024334600760456274,1.5701277176724913,0.0,0.0,0.7672443817006991,0.0,0.0,0.0,0.0,0.0,0.0,0.9245214879017696,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.16666666666666666,2.1670603597583,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.2828282828282828,-0.4622452809068146,0.417910447761194,0.008551461608319943,0.40796503156872266,0.059265071027587816,0.0,-0.4878345879883544,-0.34187628783321017,-0.16268794526942876,0.06963862796172746,0.14488238300095158,0.06197400033240595,0.2561674204132304,3.1671515370665615,-0.029228403324026233,-0.45129238465814336,0.2484472049689441,0.024797114517583534,-0.23505442128498413,-0.25,1.051254752851711,-0.19601323456640618,0.0,0.0,-0.18517210717714025,0.0,0.0,0.0,0.0,0.0,-1.0,-0.16076273022751897,0.0,0.23809523809523808,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.11871993269164137,0.0,1.3333333333333333,-1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.42424242424242425,-0.13120599295764904,-0.582089552238806,-0.6013461315852144,-0.01942690626517727,0.029705342726358726,8596.8,0.16873267128648384,-0.0910571163374495,-0.13860285839993233,0.27513650778175147,0.19991004368865647,0.17116444483085635,-0.12378686504172483,-0.13044931323723585,-0.19675336516662173,-0.21782934963868816,-0.968944099378882,0.16907123534715973,-0.009031520716296993,0.0,0.22387832699619772,-0.13188063273803205,0.0,0.0,-0.1272651348573881,0.0,0.0,0.0,0.0,0.0,-1.0,-0.18468761285662694,0.0,-0.6666666666666666,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3333333333333333,0.152506336832847,-0.3333333333333333,-1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6464646464646465,-0.6020076789806116,0.07462686567164178,-0.7057134456036297,0.1359883438562409,-0.12822806276878174,673.2,-0.526909019006923,-0.44777033173446906,-0.3399467484099919,0.13445668302506164,0.17504980050590296,0.1109017181011033,-0.123776728659155,-0.131019104441632,-0.5968032732879491,-0.8014869371873262,0.09937888198757763,-0.19161406672678075,-0.423182476204096,-0.25,0.7105703422053232,-0.3924508820104603,0.0,0.0,-0.3142783838731127,4.0,0.0,0.0,0.0,0.0,-1.0,-0.37430408089563016,0.0,0.42857142857142855,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,-0.35027580703089345,-0.3333333333333333,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.26262626262626265,3.1429826989176264,0.7164179104477612,-0.3909917423875398,3.302574065080136,0.06221307627595859,3472.8,1.2163208336742917,3.0867014681003426,5.620232299216926,0.8660534669646043,0.3324818152964556,0.14502717237290336,-0.1182712216430785,4.142403971006393,6.2023942539254655,-0.40459977765425226,0.5962732919254659,0.053651938683498795,11.205897285384872,0.75,3.448212927756654,8.21935612060519,0.0,0.0,1.5340036934735137,0.0,0.0,0.0,0.0,0.0,0.0,3.9003250270855903,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,13.832916676429358,0.6666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
